probe_id	gene	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	dist_to_tss	cgi_relation	cgi_id	probe_class	annotation_source
sim0001849	PCF11	chr20	230491535	230491537	-	TSS1500	True	-905.0	S_Shore	CGI:chr20:230491135-230491935	simulated_background	simulated
sim0001850	LRRTM1	chr7	68127788	68127790	-	gene_body	False	34128.0	N_Shelf	CGI:chr7:68127388-68128188	simulated_background	simulated
sim0001851	OR4F15	chr14	123978176	123978178	-	5UTR_1stExon	False	-3810.0	Island	CGI:chr14:123977776-123978576	simulated_background	simulated
sim0001852	GID4	chr2	64111850	64111852	-	gene_body	False	23982.0	OpenSea		simulated_background	simulated
sim0001853	IGSF1	chr13	69792419	69792421	+	gene_body	False	14126.0	Island	CGI:chr13:69792019-69792819	simulated_background	simulated
sim0001854	RUBCN	chr9	149812896	149812898	-	5UTR_1stExon	False	189229.0	Island	CGI:chr9:149812496-149813296	simulated_background	simulated
sim0001855	SHLD2	chr9	187556776	187556778	+	TSS200	True	-19.0	N_Shore	CGI:chr9:187556376-187557176	simulated_background	simulated
sim0001856	NFYB	chr13	165167075	165167077	+	gene_body	False	1646.0	OpenSea		simulated_background	simulated
sim0001857	PDE8A	chr19	231127184	231127186	+	gene_body	False	15809.0	Island	CGI:chr19:231126784-231127584	simulated_background	simulated
sim0001858	CRTAC1	chr10	7679960	7679962	-	gene_body	False	22614.0	OpenSea		simulated_background	simulated
sim0001859	DIABLO	chr21	126959936	126959938	-	5UTR_1stExon	False	12708.0	N_Shelf	CGI:chr21:126959536-126960336	simulated_background	simulated
sim0001860		chr18	148954542	148954544	+	intergenic	False	-122124.0	OpenSea		simulated_background	simulated
sim0001861	DNAJC18	chr21	160427992	160427994	+	gene_body	False	34489.0	S_Shelf	CGI:chr21:160427592-160428392	simulated_background	simulated
sim0001862	ELMOD2	chr8	196673117	196673119	+	TSS1500	True	-1018.0	Island	CGI:chr8:196672717-196673517	simulated_background	simulated
sim0001863	THEM5	chr4	230368499	230368501	-	5UTR_1stExon	False	160994.0	Island	CGI:chr4:230368099-230368899	simulated_background	simulated
sim0001864	CLDN12	chr8	185531944	185531946	-	gene_body	False	7278.0	Island	CGI:chr8:185531544-185532344	simulated_background	simulated
sim0001865	PAX9	chr17	42225891	42225893	-	gene_body	False	26688.0	OpenSea		simulated_background	simulated
sim0001866	ITGB1BP1	chr22	139442422	139442424	-	TSS1500	True	-1278.0	OpenSea		simulated_background	simulated
sim0001867	GNA13	chr17	32242454	32242456	-	TSS1500	True	-620.0	OpenSea		simulated_background	simulated
sim0001868	EVC2	chr7	184953603	184953605	-	TSS200	True	-92.0	N_Shore	CGI:chr7:184953203-184954003	simulated_background	simulated
sim0001869	MPG	chr18	30600897	30600899	+	TSS200	True	-106.0	N_Shore	CGI:chr18:30600497-30601297	simulated_background	simulated
sim0001870	C6ORF89	chr2	49860376	49860378	+	TSS1500	True	-295.0	OpenSea		simulated_background	simulated
sim0001871	DLG1	chr15	176961402	176961404	-	TSS1500	True	-1363.0	Island	CGI:chr15:176961002-176961802	simulated_background	simulated
sim0001872	TP53BP2	chr20	87145048	87145050	+	TSS200	True	-37.0	OpenSea		simulated_background	simulated
sim0001873	RPRD1A	chr13	56756191	56756193	-	gene_body	False	23164.0	OpenSea		simulated_background	simulated
sim0001874	PRSS21	chr4	230907244	230907246	-	gene_body	False	8512.0	OpenSea		simulated_background	simulated
sim0001875	EFNA3	chr22	81016235	81016237	-	5UTR_1stExon	False	36250.0	Island	CGI:chr22:81015835-81016635	simulated_background	simulated
sim0001876	GORAB	chr12	170864246	170864248	-	gene_body	False	5812.0	Island	CGI:chr12:170863846-170864646	simulated_background	simulated
sim0001877	PCDH15	chr7	143729492	143729494	-	gene_body	False	21200.0	N_Shore	CGI:chr7:143729092-143729892	simulated_background	simulated
sim0001878	SVIP	chr13	114134711	114134713	+	5UTR_1stExon	False	-133433.0	Island	CGI:chr13:114134311-114135111	simulated_background	simulated
sim0001879	KCNG2	chr7	17959922	17959924	-	TSS1500	True	-1036.0	N_Shore	CGI:chr7:17959522-17960322	simulated_background	simulated
sim0001880		chr4	1723898	1723900	-	intergenic	False	-127672.0	Island	CGI:chr4:1723498-1724298	simulated_background	simulated
sim0001881	DNAI4	chr20	94768036	94768038	+	TSS200	True	-67.0	OpenSea		simulated_background	simulated
sim0001882	HERC2	chr1	45910738	45910740	+	TSS1500	True	-1243.0	S_Shore	CGI:chr1:45910338-45911138	simulated_background	simulated
sim0001883	KRT79	chr7	37041284	37041286	-	gene_body	False	19518.0	Island	CGI:chr7:37040884-37041684	simulated_background	simulated
sim0001884	ADRM1	chr6	163119086	163119088	-	TSS1500	True	-1153.0	Island	CGI:chr6:163118686-163119486	simulated_background	simulated
sim0001885	SCTR	chr8	15397908	15397910	-	5UTR_1stExon	False	78520.0	Island	CGI:chr8:15397508-15398308	simulated_background	simulated
sim0001886		chr6	44323015	44323017	+	intergenic	False	101240.0	S_Shore	CGI:chr6:44322615-44323415	simulated_background	simulated
sim0001887	CCDC12	chr10	184071772	184071774	-	gene_body	False	29971.0	OpenSea		simulated_background	simulated
sim0001888	RPS6KA3	chr5	106123978	106123980	-	TSS200	True	-52.0	OpenSea		simulated_background	simulated
sim0001889	H3C7	chr4	12490724	12490726	+	gene_body	False	25664.0	OpenSea		simulated_background	simulated
sim0001890	EIF4EBP3	chr22	5137878	5137880	+	TSS1500	True	-926.0	OpenSea		simulated_background	simulated
sim0001891		chr2	11442099	11442101	+	intergenic	False	142389.0	N_Shore	CGI:chr2:11441699-11442499	simulated_background	simulated
sim0001892	MYL7	chr19	82979764	82979766	-	TSS1500	True	-1163.0	OpenSea		simulated_background	simulated
sim0001893		chr4	6481879	6481881	-	intergenic	False	13657.0	Island	CGI:chr4:6481479-6482279	simulated_background	simulated
sim0001894	PPP1R8	chr13	27323329	27323331	-	gene_body	False	26556.0	OpenSea		simulated_background	simulated
sim0001895	OPN1SW	chrY	193731525	193731527	+	5UTR_1stExon	False	-193725.0	OpenSea		simulated_background	simulated
sim0001896	UNC80	chr3	73068993	73068995	-	TSS1500	True	-1130.0	Island	CGI:chr3:73068593-73069393	simulated_background	simulated
sim0001897	HSPB1	chr2	20304072	20304074	-	TSS1500	True	-741.0	Island	CGI:chr2:20303672-20304472	simulated_background	simulated
sim0001898	ADGRB3	chr11	158479870	158479872	-	TSS1500	True	-1335.0	OpenSea		simulated_background	simulated
sim0001899	FXR1	chr18	70360139	70360141	+	5UTR_1stExon	False	130802.0	OpenSea		simulated_background	simulated
sim0001900	PER3	chr8	185511545	185511547	+	TSS200	True	-130.0	N_Shore	CGI:chr8:185511145-185511945	simulated_background	simulated
sim0001901	LOXL2	chr8	45144886	45144888	+	TSS200	True	-172.0	S_Shore	CGI:chr8:45144486-45145286	simulated_background	simulated
sim0001902	PLEKHG1	chr21	110068911	110068913	-	5UTR_1stExon	False	-132289.0	N_Shelf	CGI:chr21:110068511-110069311	simulated_background	simulated
sim0001903	FGF5	chr8	106638559	106638561	+	gene_body	False	16092.0	S_Shore	CGI:chr8:106638159-106638959	simulated_background	simulated
sim0001904	L3MBTL1	chr11	186019256	186019258	+	5UTR_1stExon	False	189925.0	N_Shore	CGI:chr11:186018856-186019656	simulated_background	simulated
sim0001905	TEX14	chr3	231318965	231318967	-	gene_body	False	16199.0	OpenSea		simulated_background	simulated
sim0001906		chr6	13041230	13041232	-	intergenic	False	-163066.0	S_Shore	CGI:chr6:13040830-13041630	simulated_background	simulated
sim0001907	PEX10	chr9	126423430	126423432	-	gene_body	False	21026.0	OpenSea		simulated_background	simulated
sim0001908	REEP5	chr14	214722002	214722004	-	gene_body	False	25093.0	N_Shore	CGI:chr14:214721602-214722402	simulated_background	simulated
sim0001909	NAGK	chr3	1125460	1125462	-	gene_body	False	11148.0	OpenSea		simulated_background	simulated
sim0001910	USP20	chr19	217553354	217553356	+	TSS200	True	-130.0	Island	CGI:chr19:217552954-217553754	simulated_background	simulated
sim0001911	DDAH1	chr21	83712050	83712052	+	5UTR_1stExon	False	-151773.0	S_Shore	CGI:chr21:83711650-83712450	simulated_background	simulated
sim0001912	GRHL3	chr21	196705381	196705383	-	gene_body	False	23862.0	Island	CGI:chr21:196704981-196705781	simulated_background	simulated
sim0001913	TTR	chr4	230411747	230411749	-	gene_body	False	16592.0	Island	CGI:chr4:230411347-230412147	simulated_background	simulated
sim0001914		chr7	49467058	49467060	-	intergenic	False	-158023.0	OpenSea		simulated_background	simulated
sim0001915	RELCH	chr10	92354765	92354767	-	TSS1500	True	-949.0	Island	CGI:chr10:92354365-92355165	simulated_background	simulated
sim0001916	PPIE	chr1	114426921	114426923	+	5UTR_1stExon	False	198287.0	Island	CGI:chr1:114426521-114427321	simulated_background	simulated
sim0001917	LIPG	chr4	232211741	232211743	+	gene_body	False	29932.0	Island	CGI:chr4:232211341-232212141	simulated_background	simulated
sim0001918	CA9	chr15	99234085	99234087	-	gene_body	False	17997.0	Island	CGI:chr15:99233685-99234485	simulated_background	simulated
sim0001919	PLEKHA2	chr10	97581530	97581532	+	TSS200	True	-17.0	OpenSea		simulated_background	simulated
sim0001920	RUBCNL	chr19	69565929	69565931	+	gene_body	False	12215.0	N_Shore	CGI:chr19:69565529-69566329	simulated_background	simulated
sim0001921		chr13	161605494	161605496	-	intergenic	False	-83453.0	Island	CGI:chr13:161605094-161605894	simulated_background	simulated
sim0001922	ARHGEF28	chr1	149580163	149580165	-	gene_body	False	861.0	OpenSea		simulated_background	simulated
sim0001923	PAEP	chr13	45167960	45167962	-	gene_body	False	19729.0	OpenSea		simulated_background	simulated
sim0001924	IL18BP	chr20	221758427	221758429	-	gene_body	False	3946.0	Island	CGI:chr20:221758027-221758827	simulated_background	simulated
sim0001925	DSP	chr18	80464587	80464589	-	TSS1500	True	-237.0	OpenSea		simulated_background	simulated
sim0001926	RAB31	chr9	56876793	56876795	+	5UTR_1stExon	False	-19576.0	N_Shore	CGI:chr9:56876393-56877193	simulated_background	simulated
sim0001927	PLEKHG1	chr9	76338975	76338977	-	gene_body	False	30004.0	OpenSea		simulated_background	simulated
sim0001928	ZDBF2	chr21	179234696	179234698	+	TSS200	True	-133.0	S_Shelf	CGI:chr21:179234296-179235096	simulated_background	simulated
sim0001929	ZNF266	chr11	16046029	16046031	+	gene_body	False	23510.0	Island	CGI:chr11:16045629-16046429	simulated_background	simulated
sim0001930		chr8	61793966	61793968	+	intergenic	False	191905.0	S_Shelf	CGI:chr8:61793566-61794366	simulated_background	simulated
sim0001931	ZDHHC13	chr19	47226826	47226828	-	gene_body	False	2770.0	Island	CGI:chr19:47226426-47227226	simulated_background	simulated
sim0001932	NAP1L3	chr16	61260524	61260526	+	5UTR_1stExon	False	85004.0	S_Shore	CGI:chr16:61260124-61260924	simulated_background	simulated
sim0001933	PA2G4	chr1	167213171	167213173	-	TSS200	True	-153.0	OpenSea		simulated_background	simulated
sim0001934		chr9	207540711	207540713	-	intergenic	False	133267.0	Island	CGI:chr9:207540311-207541111	simulated_background	simulated
sim0001935	ATG10	chr19	212590291	212590293	+	gene_body	False	14562.0	N_Shore	CGI:chr19:212589891-212590691	simulated_background	simulated
sim0001936	RNF157	chr19	83952752	83952754	+	TSS1500	True	-732.0	S_Shore	CGI:chr19:83952352-83953152	simulated_background	simulated
sim0001937	DUSP7	chr8	1213508	1213510	+	5UTR_1stExon	False	-176561.0	Island	CGI:chr8:1213108-1213908	simulated_background	simulated
sim0001938	EGFL7	chr14	205535179	205535181	+	gene_body	False	38022.0	N_Shore	CGI:chr14:205534779-205535579	simulated_background	simulated
sim0001939	RPS12	chr15	212028049	212028051	-	gene_body	False	4041.0	OpenSea		simulated_background	simulated
sim0001940	VEGFA	chr8	104305771	104305773	+	TSS1500	True	-827.0	OpenSea		simulated_background	simulated
sim0001941	PCCA	chr3	72432947	72432949	-	gene_body	False	29934.0	Island	CGI:chr3:72432547-72433347	simulated_background	simulated
sim0001942		chr19	187059694	187059696	+	intergenic	False	99376.0	N_Shore	CGI:chr19:187059294-187060094	simulated_background	simulated
sim0001943	ZNF471	chr6	43423886	43423888	-	gene_body	False	30425.0	OpenSea		simulated_background	simulated
sim0001944	TAS2R13	chr16	223785645	223785647	+	gene_body	False	15385.0	OpenSea		simulated_background	simulated
sim0001945	XAF1	chr18	125202163	125202165	-	TSS1500	True	-991.0	Island	CGI:chr18:125201763-125202563	simulated_background	simulated
sim0001946	ASRGL1	chr7	93952432	93952434	-	gene_body	False	29689.0	Island	CGI:chr7:93952032-93952832	simulated_background	simulated
sim0001947		chrX	45207879	45207881	-	intergenic	False	-44998.0	S_Shore	CGI:chrX:45207479-45208279	simulated_background	simulated
sim0001948	HMX2	chr21	57016280	57016282	-	gene_body	False	29165.0	N_Shelf	CGI:chr21:57015880-57016680	simulated_background	simulated
sim0001949	YES1	chr3	97998636	97998638	-	5UTR_1stExon	False	-116275.0	OpenSea		simulated_background	simulated
sim0001950	ATP2B2	chr19	15423278	15423280	+	TSS200	True	-10.0	OpenSea		simulated_background	simulated
sim0001951	RPS6KA1	chr6	107299164	107299166	+	gene_body	False	22781.0	OpenSea		simulated_background	simulated
sim0001952	IL2RA	chr18	63715629	63715631	+	TSS1500	True	-914.0	S_Shelf	CGI:chr18:63715229-63716029	simulated_background	simulated
sim0001953	KIF16B	chrX	83614176	83614178	-	TSS200	True	-130.0	N_Shelf	CGI:chrX:83613776-83614576	simulated_background	simulated
sim0001954	NSD3	chr6	201513476	201513478	+	gene_body	False	23601.0	OpenSea		simulated_background	simulated
sim0001955	PIGF	chrY	162568685	162568687	+	TSS1500	True	-414.0	N_Shore	CGI:chrY:162568285-162569085	simulated_background	simulated
sim0001956	SIPA1L1	chr18	132945656	132945658	-	gene_body	False	19446.0	OpenSea		simulated_background	simulated
sim0001957	GCK	chr7	104735761	104735763	+	gene_body	False	30992.0	N_Shore	CGI:chr7:104735361-104736161	simulated_background	simulated
sim0001958	ETNK2	chr17	60052910	60052912	+	5UTR_1stExon	False	-59120.0	N_Shore	CGI:chr17:60052510-60053310	simulated_background	simulated
sim0001959	LTBP3	chr10	53873520	53873522	+	TSS1500	True	-606.0	OpenSea		simulated_background	simulated
sim0001960	VILL	chr11	7752789	7752791	+	TSS1500	True	-296.0	OpenSea		simulated_background	simulated
sim0001961	NPFFR2	chr16	210786599	210786601	-	gene_body	False	5332.0	S_Shore	CGI:chr16:210786199-210786999	simulated_background	simulated
sim0001962	WARS2	chr22	81192042	81192044	+	TSS1500	True	-789.0	OpenSea		simulated_background	simulated
sim0001963	CCT2	chr17	117428694	117428696	-	TSS1500	True	-1048.0	Island	CGI:chr17:117428294-117429094	simulated_background	simulated
sim0001964	POC1B-GALNT4	chr1	85278029	85278031	-	5UTR_1stExon	False	-102531.0	N_Shore	CGI:chr1:85277629-85278429	simulated_background	simulated
sim0001965	BLVRB	chr9	2100292	2100294	-	TSS1500	True	-724.0	Island	CGI:chr9:2099892-2100692	simulated_background	simulated
sim0001966	OSCAR	chr1	183722500	183722502	+	gene_body	False	19148.0	OpenSea		simulated_background	simulated
sim0001967	BCAR3	chr19	239266501	239266503	-	TSS1500	True	-1065.0	N_Shore	CGI:chr19:239266101-239266901	simulated_background	simulated
sim0001968	ESX1	chr5	61499328	61499330	+	gene_body	False	6435.0	OpenSea		simulated_background	simulated
sim0001969	ST6GAL2	chr3	104245669	104245671	-	gene_body	False	17825.0	S_Shore	CGI:chr3:104245269-104246069	simulated_background	simulated
sim0001970	PET100	chr20	75823498	75823500	+	TSS200	True	-143.0	Island	CGI:chr20:75823098-75823898	simulated_background	simulated
sim0001971	GPR75	chr17	63011149	63011151	-	gene_body	False	8121.0	OpenSea		simulated_background	simulated
sim0001972	ZNF878	chr15	136685764	136685766	-	gene_body	False	39515.0	OpenSea		simulated_background	simulated
sim0001973		chr6	191433432	191433434	-	intergenic	False	-10075.0	OpenSea		simulated_background	simulated
sim0001974	PLTP	chr20	205412352	205412354	-	5UTR_1stExon	False	129155.0	Island	CGI:chr20:205411952-205412752	simulated_background	simulated
sim0001975		chr3	212292025	212292027	-	intergenic	False	24270.0	N_Shore	CGI:chr3:212291625-212292425	simulated_background	simulated
sim0001976	RBBP5	chr11	149965573	149965575	-	5UTR_1stExon	False	198524.0	OpenSea		simulated_background	simulated
sim0001977	PRPF38B	chr6	176560203	176560205	+	5UTR_1stExon	False	178958.0	N_Shelf	CGI:chr6:176559803-176560603	simulated_background	simulated
sim0001978	UQCR11	chr18	176962962	176962964	-	gene_body	False	17555.0	N_Shelf	CGI:chr18:176962562-176963362	simulated_background	simulated
sim0001979	KRT10	chr16	4332851	4332853	+	5UTR_1stExon	False	197989.0	OpenSea		simulated_background	simulated
sim0001980	ALAS1	chr1	181320983	181320985	-	5UTR_1stExon	False	115305.0	Island	CGI:chr1:181320583-181321383	simulated_background	simulated
sim0001981	FASTKD2	chr1	40961457	40961459	+	TSS1500	True	-1081.0	Island	CGI:chr1:40961057-40961857	simulated_background	simulated
sim0001982	ETV1	chr5	189404980	189404982	+	5UTR_1stExon	False	-191411.0	N_Shelf	CGI:chr5:189404580-189405380	simulated_background	simulated
sim0001983	ATG10	chr14	130305352	130305354	-	5UTR_1stExon	False	-146860.0	OpenSea		simulated_background	simulated
sim0001984	BRS3	chr10	31746131	31746133	+	TSS200	True	-166.0	Island	CGI:chr10:31745731-31746531	simulated_background	simulated
sim0001985	ATXN8OS	chr17	103138450	103138452	+	TSS1500	True	-705.0	OpenSea		simulated_background	simulated
sim0001986	RPL35	chr18	86906877	86906879	+	gene_body	False	7197.0	S_Shore	CGI:chr18:86906477-86907277	simulated_background	simulated
sim0001987	AKAP4	chr2	130348127	130348129	-	gene_body	False	13326.0	OpenSea		simulated_background	simulated
sim0001988	METTL22	chrX	66549552	66549554	+	gene_body	False	21834.0	Island	CGI:chrX:66549152-66549952	simulated_background	simulated
sim0001989	GYPA	chr9	95674318	95674320	-	gene_body	False	20591.0	N_Shore	CGI:chr9:95673918-95674718	simulated_background	simulated
sim0001990	FFAR1	chr3	203821709	203821711	+	gene_body	False	13347.0	N_Shore	CGI:chr3:203821309-203822109	simulated_background	simulated
sim0001991	ERCC2	chr15	146266981	146266983	+	TSS1500	True	-262.0	N_Shelf	CGI:chr15:146266581-146267381	simulated_background	simulated
sim0001992	PRR11	chr16	97684994	97684996	-	TSS1500	True	-1246.0	OpenSea		simulated_background	simulated
sim0001993	SOCS4	chr12	44228256	44228258	+	TSS1500	True	-878.0	Island	CGI:chr12:44227856-44228656	simulated_background	simulated
sim0001994	RAB7B	chrY	141875190	141875192	-	5UTR_1stExon	False	24786.0	OpenSea		simulated_background	simulated
sim0001995		chr17	105198106	105198108	+	intergenic	False	-77088.0	Island	CGI:chr17:105197706-105198506	simulated_background	simulated
sim0001996	SST	chr3	38729341	38729343	-	5UTR_1stExon	False	-160315.0	OpenSea		simulated_background	simulated
sim0001997	C1R	chr3	236227554	236227556	-	gene_body	False	34522.0	OpenSea		simulated_background	simulated
sim0001998	AGBL4	chr10	132391482	132391484	+	TSS200	True	-87.0	S_Shelf	CGI:chr10:132391082-132391882	simulated_background	simulated
sim0001999	TIMM21	chr19	212624296	212624298	+	gene_body	False	8530.0	Island	CGI:chr19:212623896-212624696	simulated_background	simulated
sim0002000	TNS1	chr17	24184149	24184151	-	gene_body	False	21646.0	OpenSea		simulated_background	simulated
sim0002001	USP17L15	chr5	111013721	111013723	-	5UTR_1stExon	False	-137674.0	S_Shore	CGI:chr5:111013321-111014121	simulated_background	simulated
sim0002002		chr6	155002151	155002153	-	intergenic	False	-91434.0	OpenSea		simulated_background	simulated
sim0002003	BID	chr11	154964092	154964094	+	gene_body	False	39109.0	N_Shore	CGI:chr11:154963692-154964492	simulated_background	simulated
sim0002004	POT1	chr6	179996923	179996925	-	TSS1500	True	-571.0	Island	CGI:chr6:179996523-179997323	simulated_background	simulated
sim0002005	S100A8	chr21	229102585	229102587	+	5UTR_1stExon	False	-96498.0	OpenSea		simulated_background	simulated
sim0002006	EHMT2	chr8	69833065	69833067	-	gene_body	False	14839.0	OpenSea		simulated_background	simulated
sim0002007	TRIT1	chr12	201895680	201895682	+	gene_body	False	36206.0	Island	CGI:chr12:201895280-201896080	simulated_background	simulated
sim0002008	AMELX	chr3	166783115	166783117	+	gene_body	False	30518.0	Island	CGI:chr3:166782715-166783515	simulated_background	simulated
sim0002009	NAV2	chr10	56734875	56734877	+	5UTR_1stExon	False	-99418.0	Island	CGI:chr10:56734475-56735275	simulated_background	simulated
sim0002010	LAS1L	chr11	221087516	221087518	+	TSS1500	True	-454.0	OpenSea		simulated_background	simulated
sim0002011	EEFSEC	chr10	100811802	100811804	+	TSS200	True	-25.0	OpenSea		simulated_background	simulated
sim0002012	MRPL20	chrX	48174895	48174897	+	gene_body	False	30770.0	S_Shore	CGI:chrX:48174495-48175295	simulated_background	simulated
sim0002013	ZNF362	chr21	52476463	52476465	+	5UTR_1stExon	False	166976.0	N_Shore	CGI:chr21:52476063-52476863	simulated_background	simulated
sim0002014	ARHGEF5	chr3	28359014	28359016	+	TSS200	True	-184.0	N_Shore	CGI:chr3:28358614-28359414	simulated_background	simulated
sim0002015		chr9	231762050	231762052	-	intergenic	False	169988.0	OpenSea		simulated_background	simulated
sim0002016	DIRAS3	chr6	26281722	26281724	+	5UTR_1stExon	False	-154770.0	N_Shore	CGI:chr6:26281322-26282122	simulated_background	simulated
sim0002017	APCS	chr11	46922159	46922161	+	gene_body	False	13040.0	Island	CGI:chr11:46921759-46922559	simulated_background	simulated
sim0002018	ND4L	chr10	5381323	5381325	+	gene_body	False	36483.0	Island	CGI:chr10:5380923-5381723	simulated_background	simulated
sim0002019	DHX30	chr19	56210675	56210677	+	gene_body	False	35053.0	S_Shelf	CGI:chr19:56210275-56211075	simulated_background	simulated
sim0002020	TRPM7	chr1	51936888	51936890	+	TSS1500	True	-467.0	OpenSea		simulated_background	simulated
sim0002021	ACP2	chr19	107407610	107407612	-	gene_body	False	20437.0	N_Shore	CGI:chr19:107407210-107408010	simulated_background	simulated
sim0002022	PRDM8	chr20	187973634	187973636	+	TSS200	True	-66.0	Island	CGI:chr20:187973234-187974034	simulated_background	simulated
sim0002023	BLNK	chr5	47288229	47288231	+	gene_body	False	11888.0	Island	CGI:chr5:47287829-47288629	simulated_background	simulated
sim0002024	SRGAP3	chr11	144971732	144971734	+	gene_body	False	23441.0	Island	CGI:chr11:144971332-144972132	simulated_background	simulated
sim0002025	LYPD4	chr20	137048375	137048377	-	gene_body	False	39161.0	N_Shore	CGI:chr20:137047975-137048775	simulated_background	simulated
sim0002026		chr11	95899846	95899848	+	intergenic	False	-103522.0	OpenSea		simulated_background	simulated
sim0002027	NOP53	chr9	130001856	130001858	-	gene_body	False	17594.0	S_Shore	CGI:chr9:130001456-130002256	simulated_background	simulated
sim0002028	ZNF333	chr13	48133644	48133646	-	gene_body	False	34543.0	Island	CGI:chr13:48133244-48134044	simulated_background	simulated
sim0002029	HNRNPDL	chr3	130197316	130197318	-	5UTR_1stExon	False	89770.0	OpenSea		simulated_background	simulated
sim0002030	PLA2G2E	chr15	161369867	161369869	-	TSS200	True	-144.0	OpenSea		simulated_background	simulated
sim0002031		chr6	213443866	213443868	-	intergenic	False	109013.0	OpenSea		simulated_background	simulated
sim0002032	CILP	chr4	234625086	234625088	+	5UTR_1stExon	False	45464.0	OpenSea		simulated_background	simulated
sim0002033	PDLIM2	chr1	46676748	46676750	-	TSS1500	True	-738.0	OpenSea		simulated_background	simulated
sim0002034	TECR	chr18	156182748	156182750	+	gene_body	False	12730.0	OpenSea		simulated_background	simulated
sim0002035	CALR3	chr3	82792918	82792920	-	gene_body	False	34807.0	N_Shore	CGI:chr3:82792518-82793318	simulated_background	simulated
sim0002036	COL4A5	chr19	149719858	149719860	+	TSS1500	True	-891.0	S_Shelf	CGI:chr19:149719458-149720258	simulated_background	simulated
sim0002037	UQCRHL	chr5	10595575	10595577	+	TSS1500	True	-1219.0	Island	CGI:chr5:10595175-10595975	simulated_background	simulated
sim0002038		chr20	17231887	17231889	-	intergenic	False	110067.0	OpenSea		simulated_background	simulated
sim0002039	MSX1	chr10	155658934	155658936	+	TSS1500	True	-288.0	N_Shelf	CGI:chr10:155658534-155659334	simulated_background	simulated
sim0002040	NEUROG1	chr15	6858677	6858679	+	TSS1500	True	-1301.0	S_Shore	CGI:chr15:6858277-6859077	simulated_background	simulated
sim0002041		chr7	237483843	237483845	-	intergenic	False	7579.0	OpenSea		simulated_background	simulated
sim0002042	PHEX	chr8	218165367	218165369	-	gene_body	False	36610.0	S_Shore	CGI:chr8:218164967-218165767	simulated_background	simulated
sim0002043	NEXN	chr5	142148699	142148701	-	gene_body	False	36615.0	S_Shore	CGI:chr5:142148299-142149099	simulated_background	simulated
sim0002044	CYP3A7-CYP3A51P	chr13	199667778	199667780	-	gene_body	False	3475.0	N_Shelf	CGI:chr13:199667378-199668178	simulated_background	simulated
sim0002045	PSEN1	chrX	120919880	120919882	+	gene_body	False	21911.0	Island	CGI:chrX:120919480-120920280	simulated_background	simulated
sim0002046	SCFD1	chr3	108032296	108032298	-	TSS200	True	-120.0	S_Shore	CGI:chr3:108031896-108032696	simulated_background	simulated
sim0002047	ZBTB47	chr14	157195720	157195722	+	gene_body	False	15721.0	OpenSea		simulated_background	simulated
sim0002048	CLCN5	chr17	158738350	158738352	+	5UTR_1stExon	False	-39957.0	N_Shelf	CGI:chr17:158737950-158738750	simulated_background	simulated
sim0002049	ZNF69	chr6	71725491	71725493	+	TSS1500	True	-354.0	Island	CGI:chr6:71725091-71725891	simulated_background	simulated
sim0002050	MYO16	chr6	223344399	223344401	-	TSS1500	True	-618.0	Island	CGI:chr6:223343999-223344799	simulated_background	simulated
sim0002051	FBXO38	chr2	146894782	146894784	-	5UTR_1stExon	False	-152241.0	Island	CGI:chr2:146894382-146895182	simulated_background	simulated
sim0002052	C11ORF65	chr9	32302238	32302240	-	gene_body	False	11857.0	S_Shelf	CGI:chr9:32301838-32302638	simulated_background	simulated
sim0002053	KCNC1	chr21	234780457	234780459	-	TSS1500	True	-638.0	S_Shelf	CGI:chr21:234780057-234780857	simulated_background	simulated
sim0002054		chr22	82348658	82348660	-	intergenic	False	17056.0	OpenSea		simulated_background	simulated
sim0002055	TMEM97	chr12	60243311	60243313	+	TSS1500	True	-370.0	S_Shore	CGI:chr12:60242911-60243711	simulated_background	simulated
sim0002056	HK1	chr20	120709396	120709398	-	TSS200	True	-154.0	S_Shelf	CGI:chr20:120708996-120709796	simulated_background	simulated
sim0002057	KLK12	chr3	150038454	150038456	-	5UTR_1stExon	False	181584.0	OpenSea		simulated_background	simulated
sim0002058	MAGED2	chr11	150939564	150939566	+	gene_body	False	9340.0	Island	CGI:chr11:150939164-150939964	simulated_background	simulated
sim0002059	ZNF675	chr19	36623103	36623105	+	gene_body	False	39921.0	Island	CGI:chr19:36622703-36623503	simulated_background	simulated
sim0002060	AOC3	chr17	174412295	174412297	+	gene_body	False	24392.0	Island	CGI:chr17:174411895-174412695	simulated_background	simulated
sim0002061		chr19	216311408	216311410	-	intergenic	False	113476.0	S_Shore	CGI:chr19:216311008-216311808	simulated_background	simulated
sim0002062	TMSB4X	chr15	199168026	199168028	-	gene_body	False	34552.0	S_Shore	CGI:chr15:199167626-199168426	simulated_background	simulated
sim0002063	RNASE8	chr15	49981253	49981255	-	gene_body	False	27821.0	Island	CGI:chr15:49980853-49981653	simulated_background	simulated
sim0002064	OR1F1	chr17	126195243	126195245	+	TSS1500	True	-1355.0	S_Shore	CGI:chr17:126194843-126195643	simulated_background	simulated
sim0002065	TAS1R3	chr10	110317348	110317350	+	gene_body	False	13914.0	S_Shelf	CGI:chr10:110316948-110317748	simulated_background	simulated
